,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
3433,Nissan Terrano XL 85 PS,2016,525000.0,105000.0,Diesel,Individual,Manual,Second Owner,Nissan
3434,Nissan Terrano XL P,2017,844999.0,30000.0,Petrol,Individual,Manual,First Owner,Nissan
3435,Nissan Terrano XL Plus 85 PS,2014,550000.0,80000.0,Diesel,Individual,Manual,Second Owner,Nissan
3436,Nissan Terrano XL Plus 85 PS,2015,451000.0,100000.0,Diesel,Individual,Manual,First Owner,Nissan
3438,Nissan Terrano XL Plus 85 PS,2015,490000.0,70000.0,Diesel,Individual,Manual,First Owner,Nissan
3439,Nissan Terrano XL Plus 85 PS,2015,530000.0,55000.0,Diesel,Dealer,Manual,First Owner,Nissan
3441,Nissan Terrano XL Plus ICC WT20 SE,2016,1000000.0,60000.0,Diesel,Individual,Manual,First Owner,Nissan
3442,Nissan Terrano XV Premium 110 PS,2013,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan
3444,Nissan Terrano XV Premium 110 PS,2014,550000.0,110000.0,Diesel,Individual,Manual,Second Owner,Nissan
3445,Nissan X-Trail SLX MT,2010,600000.0,110000.0,Diesel,Individual,Manual,Second Owner,Nissan
3446,OpelCorsa 1.4 GL,2002,51786.64,100000.0,Petrol,Individual,Manual,Third Owner,OpelCorsa
3447,OpelCorsa 1.6Gls,2004,142000.0,73000.0,Petrol,Individual,Manual,Fourth & Above Owner,OpelCorsa
3448,Renault Captur 1.5 Diesel RXT,2017,825000.0,13500.0,Diesel,Individual,Manual,First Owner,Renault
3451,Renault Captur 1.5 Diesel RXT Mono,2018,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault
3452,Renault Duster 110PS Diesel RxL,2014,525000.0,65000.0,Diesel,Dealer,Manual,First Owner,Renault
3454,Renault Duster 110PS Diesel RxL,2015,465000.0,41123.0,Diesel,Dealer,Manual,First Owner,Renault
3456,Renault Duster 110PS Diesel RxL,2015,800000.0,15000.0,Diesel,Individual,Manual,First Owner,Renault
3458,Renault Duster 110PS Diesel RxZ,2012,350000.0,110000.0,Diesel,Individual,Manual,Second Owner,Renault
3459,Renault Duster 110PS Diesel RxZ,2012,434999.0,110000.0,Diesel,Individual,Manual,Second Owner,Renault
3460,Renault Duster 110PS Diesel RxZ,2012,490000.0,100000.0,Diesel,Individual,Manual,First Owner,Renault
3461,Renault Duster 110PS Diesel RxZ,2013,320000.0,90000.0,Diesel,Individual,Manual,Second Owner,Renault
3462,Renault Duster 110PS Diesel RxZ,2013,450000.0,120000.0,Diesel,Individual,Manual,First Owner,Renault
3464,Renault Duster 110PS Diesel RxZ,2013,509999.0,88473.0,Diesel,Dealer,Manual,First Owner,Renault
3465,Renault Duster 110PS Diesel RxZ,2013,650000.0,120000.0,Diesel,Individual,Manual,First Owner,Renault
3466,Renault Duster 110PS Diesel RxZ,2017,800000.0,50000.0,Diesel,Individual,Manual,First Owner,Renault
3467,Renault Duster 110PS Diesel RxZ AWD,2017,700000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault
3468,Renault Duster 110PS Diesel RxZ Plus,2012,370000.0,70000.0,Diesel,Individual,Manual,Second Owner,Renault
3469,Renault Duster 85PS Diesel RxE,2013,400000.0,75976.0,Diesel,Dealer,Manual,Second Owner,Renault
3470,Renault Duster 85PS Diesel RxE,2013,425000.0,170000.0,Diesel,Dealer,Manual,First Owner,Renault
3472,Renault Duster 85PS Diesel RxE,2013,450000.0,73000.0,Diesel,Dealer,Manual,First Owner,Renault
3473,Renault Duster 85PS Diesel RxE,2014,550000.0,58231.0,Diesel,Dealer,Manual,First Owner,Renault
3474,Renault Duster 85PS Diesel RxE,2016,500000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault
3475,Renault Duster 85PS Diesel RxL,2013,385000.0,80000.0,Diesel,Individual,Manual,Second Owner,Renault
3476,Renault Duster 85PS Diesel RxL,2013,450000.0,1744.08,Diesel,Dealer,Manual,Second Owner,Renault
3488,Renault Duster 85PS Diesel RxL,2014,400000.0,120000.0,Diesel,Individual,Manual,First Owner,Renault
3489,Renault Duster 85PS Diesel RxL,2015,650000.0,100000.0,Diesel,Individual,Manual,First Owner,Renault
3490,Renault Duster 85PS Diesel RxL,2016,700000.0,160000.0,Diesel,Individual,Manual,First Owner,Renault
3491,Renault Duster 85PS Diesel RxL,2017,610000.0,32000.0,Diesel,Individual,Manual,Second Owner,Renault
3492,Renault Duster 85PS Diesel RxL Optional,2012,375000.0,150000.0,Diesel,Individual,Manual,First Owner,Renault
3493,Renault Duster 85PS Diesel RxL Optional,2012,450000.0,160000.0,Diesel,Individual,Manual,First Owner,Renault
3494,Renault Duster 85PS Diesel RxL Optional,2013,421000.0,45000.0,Diesel,Individual,Manual,First Owner,Renault
3495,Renault Duster 85PS Diesel RxL Optional,2013,430000.0,70000.0,Diesel,Individual,Manual,Third Owner,Renault
3496,Renault Duster 85PS Diesel RxL Optional,2013,500000.0,190000.0,Diesel,Individual,Manual,Second Owner,Renault
3497,Renault Duster 85PS Diesel RxL Optional,2013,550000.0,75000.0,Diesel,Individual,Manual,Second Owner,Renault
3498,Renault Duster 85PS Diesel RxL Optional,2013,600000.0,120000.0,Diesel,Individual,Manual,First Owner,Renault
3500,Renault Duster 85PS Diesel RxL Plus,2013,302000.0,60000.0,Diesel,Individual,Manual,Second Owner,Renault
3501,Renault Duster 85PS Diesel RxL Plus,2013,570000.0,62668.0,Diesel,Dealer,Manual,First Owner,Renault
3502,Renault Duster 85PS Diesel RxL Plus,2015,500000.0,90000.0,Diesel,Individual,Manual,Second Owner,Renault
3503,Renault Duster 85PS Diesel RxZ,2017,600000.0,90000.0,Diesel,Individual,Manual,First Owner,Renault
3504,Renault Duster Petrol RxL,2013,400000.0,100000.0,Petrol,Individual,Manual,Second Owner,Renault
3505,Renault Duster RXL AWD,2014,550000.0,66569.0,Diesel,Dealer,Manual,First Owner,Renault
3506,Renault Fluence 1.5,2012,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Renault
3508,Renault Fluence 1.5,2013,450000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault
3509,Renault Koleos 2.0 Diesel,2012,750000.0,80000.0,Diesel,Individual,Automatic,Second Owner,Renault
3510,Renault KWID 1.0,2016,265000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3511,Renault KWID 1.0,2017,350000.0,55000.0,Petrol,Individual,Manual,First Owner,Renault
3512,Renault KWID 1.0 RXL,2017,250000.0,43000.0,Petrol,Individual,Manual,Second Owner,Renault
3513,Renault KWID 1.0 RXL,2018,300000.0,50852.0,Petrol,Individual,Manual,First Owner,Renault
3514,Renault KWID 1.0 RXT Optional,2016,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault
3515,Renault KWID 1.0 RXT Optional,2017,280000.0,36000.0,Petrol,Individual,Manual,First Owner,Renault
3516,Renault KWID 1.0 RXT Optional,2017,300000.0,30300.0,Petrol,Individual,Manual,First Owner,Renault
3517,Renault KWID 1.0 RXT Optional,2017,300000.0,70000.0,Petrol,Individual,Manual,First Owner,Renault
3518,Renault KWID 1.0 RXT Optional,2017,300000.0,13000.0,Petrol,Individual,Manual,Second Owner,Renault
3519,Renault KWID 1.0 RXT Optional,2017,350000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault
3520,Renault KWID 1.0 RXT Optional,2017,390000.0,30000.0,Petrol,Individual,Manual,First Owner,Renault
3521,Renault KWID 1.0 RXT Optional,2017,400000.0,60000.0,Petrol,Individual,Manual,First Owner,Renault
3522,Renault KWID 1.0 RXT Optional,2018,300000.0,10500.0,Petrol,Individual,Manual,First Owner,Renault
3525,Renault KWID 1.0 RXT Optional,2018,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault
3527,Renault KWID 1.0 RXT Optional,2018,325000.0,35000.0,Petrol,Individual,Manual,First Owner,Renault
3528,Renault KWID 1.0 RXT Optional,2018,360000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault
3529,Renault KWID 1.0 RXT Optional,2018,370000.0,10000.0,Petrol,Dealer,Manual,First Owner,Renault
3530,Renault KWID 1.0 RXT Optional,2019,400000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault
3531,Renault KWID AMT,2017,355000.0,40000.0,Petrol,Individual,Automatic,First Owner,Renault
3532,Renault KWID Climber 1.0 AMT,2017,300000.0,20000.0,Petrol,Individual,Automatic,First Owner,Renault
3533,Renault KWID Climber 1.0 AMT BSIV,2017,350000.0,7658.0,Petrol,Dealer,Automatic,First Owner,Renault
3536,Renault KWID Climber 1.0 MT Opt BSIV,2020,541000.0,1744.08,Petrol,Dealer,Manual,Test Drive Car,Renault
3537,Renault KWID RXE,2016,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault
3538,Renault KWID RXE,2018,245000.0,5550.0,Petrol,Individual,Manual,Second Owner,Renault
3539,Renault KWID RXL,2016,220000.0,60000.0,Petrol,Individual,Manual,Third Owner,Renault
3540,Renault KWID RXL,2016,229999.0,38000.0,Petrol,Individual,Manual,First Owner,Renault
3541,Renault KWID RXL,2019,265000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3542,Renault KWID RXL,2019,300000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault
3543,Renault KWID RXL,2019,375000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault
3544,Renault KWID RXL,2020,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault
3545,Renault KWID RXL BSIV,2017,325000.0,18500.0,Petrol,Dealer,Manual,First Owner,Renault
3548,Renault KWID RXT,2015,250000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault
3549,Renault KWID RXT,2015,270000.0,20969.0,Petrol,Dealer,Manual,First Owner,Renault
3550,Renault KWID RXT,2015,275000.0,14365.0,Petrol,Dealer,Manual,First Owner,Renault
3552,Renault KWID RXT,2016,200000.0,53000.0,Petrol,Individual,Manual,Second Owner,Renault
3553,Renault KWID RXT,2016,225000.0,25000.0,Petrol,Individual,Manual,First Owner,Renault
3554,Renault KWID RXT,2016,225000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3555,Renault KWID RXT,2016,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,Renault
3556,Renault KWID RXT,2016,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,Renault
3557,Renault KWID RXT,2016,280000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3558,Renault KWID RXT,2016,300000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3560,Renault KWID RXT,2017,220000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault
3561,Renault KWID RXT,2017,240000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault
3562,Renault KWID RXT,2017,280000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault
3563,Renault KWID RXT,2017,300000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault
3564,Renault KWID RXT,2017,315000.0,16000.0,Petrol,Individual,Manual,First Owner,Renault
3565,Renault KWID RXT,2017,350000.0,25000.0,Petrol,Individual,Manual,First Owner,Renault
3566,Renault KWID RXT,2018,310000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault
3567,Renault KWID RXT,2018,360000.0,26500.0,Petrol,Individual,Manual,First Owner,Renault
3569,Renault KWID RXT BSIV,2019,250000.0,27000.0,Petrol,Individual,Manual,First Owner,Renault
3570,Renault KWID RXT Optional,2016,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,Renault
3571,Renault KWID RXT Optional,2016,250000.0,25000.0,Petrol,Individual,Manual,First Owner,Renault
3572,Renault KWID RXT Optional,2016,280000.0,23000.0,Petrol,Individual,Manual,First Owner,Renault
3574,Renault KWID RXT Optional,2016,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Renault
3575,Renault KWID RXT Optional,2017,270000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault
3576,Renault Lodgy 85PS RxL,2015,495000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault
3577,Renault Lodgy 85PS RxL,2015,715000.0,35000.0,Diesel,Individual,Manual,First Owner,Renault
3579,Renault Lodgy 85PS RxL,2017,700000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault
3580,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault
3582,Renault Pulse RxL,2015,390000.0,61585.0,Diesel,Trustmark Dealer,Manual,First Owner,Renault
3584,Renault Pulse RxZ,2015,420000.0,100000.0,Diesel,Individual,Manual,First Owner,Renault
3585,Renault Pulse RxZ,2017,490000.0,22000.0,Diesel,Dealer,Manual,First Owner,Renault
3586,Renault Pulse RxZ Optional,2012,325000.0,47000.0,Diesel,Dealer,Manual,First Owner,Renault
3587,Renault Scala Diesel RxL,2013,550000.0,38500.0,Diesel,Individual,Manual,First Owner,Renault
3589,Renault Scala Diesel RxL,2014,400000.0,35000.0,Diesel,Individual,Manual,First Owner,Renault
3590,Renault Scala Diesel RxL,2015,370000.0,60000.0,Diesel,Dealer,Manual,First Owner,Renault
3592,Renault Scala RxL,2013,365000.0,55000.0,Petrol,Dealer,Manual,First Owner,Renault
3593,Renault Triber RXT BSIV,2019,600000.0,10300.0,Petrol,Individual,Manual,First Owner,Renault
3594,Skoda Fabia 1.2 MPI Ambition Plus,2012,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Skoda
3596,Skoda Fabia 1.2 TDI Active,2011,275000.0,60000.0,Diesel,Individual,Manual,Second Owner,Skoda
3597,Skoda Fabia 1.2L Diesel Ambiente,2010,180000.0,87000.0,Diesel,Dealer,Manual,Second Owner,Skoda
3598,Skoda Fabia 1.2L Diesel Ambiente,2010,260000.0,150000.0,Diesel,Individual,Manual,First Owner,Skoda
3599,Skoda Laura 1.9 TDI MT Ambiente,2009,200000.0,100000.0,Diesel,Individual,Manual,Third Owner,Skoda
3600,Skoda Laura 1.9 TDI MT Ambiente,2010,360000.0,160000.0,Diesel,Individual,Manual,First Owner,Skoda
3601,Skoda Laura Ambiente,2008,190000.0,120000.0,Diesel,Individual,Manual,Third Owner,Skoda
3602,Skoda Laura Ambiente 1.9 PD,2007,175000.0,181000.0,Diesel,Individual,Manual,Fourth & Above Owner,Skoda
3603,Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000.0,48500.0,Diesel,Individual,Automatic,Second Owner,Skoda
3604,Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000.0,100000.0,Diesel,Individual,Manual,Second Owner,Skoda
3605,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,Diesel,Dealer,Manual,First Owner,Skoda
3616,Skoda Laura Ambiente 2.0 TDI CR MT,2012,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Skoda
3617,Skoda Laura Elegance 1.9 TDI  AT,2010,400000.0,130000.0,Diesel,Individual,Automatic,Second Owner,Skoda
3618,Skoda Laura Elegance 2.0 TDI CR AT,2019,475000.0,105000.0,Diesel,Dealer,Automatic,First Owner,Skoda
3619,Skoda Laura L n K 1.9 PD,2006,350000.0,100000.0,Diesel,Individual,Manual,First Owner,Skoda
3620,Skoda Laura L n K 1.9 PD,2006,500000.0,75000.0,Diesel,Individual,Manual,Second Owner,Skoda
3621,Skoda Laura L n K 1.9 PD,2008,180000.0,144000.0,Diesel,Individual,Manual,Third Owner,Skoda
3622,Skoda Octavia Ambiente 1.9 TDI MT,2002,90000.0,116000.0,Diesel,Individual,Manual,Second Owner,Skoda
3623,Skoda Octavia Classic 1.9 TDI MT,2004,120000.0,120000.0,Diesel,Individual,Manual,Second Owner,Skoda
3624,Skoda Octavia Elegance 2.0 TDI AT,2013,900000.0,49000.0,Diesel,Dealer,Automatic,Second Owner,Skoda
3625,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000.0,135000.0,Diesel,Individual,Automatic,Third Owner,Skoda
3628,Skoda Rapid 1.5 TDI Ambition,2014,360000.0,70000.0,Diesel,Individual,Manual,First Owner,Skoda
3629,Skoda Rapid 1.5 TDI Ambition,2016,700000.0,93000.0,Diesel,Individual,Manual,First Owner,Skoda
3630,Skoda Rapid 1.5 TDI Ambition BSIV,2018,940000.0,2650.0,Diesel,Dealer,Manual,First Owner,Skoda
3631,Skoda Rapid 1.5 TDI AT Ambition,2015,599000.0,46957.0,Diesel,Dealer,Automatic,First Owner,Skoda
3633,Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000.0,40000.0,Diesel,Individual,Automatic,First Owner,Skoda
3634,Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000.0,82080.0,Diesel,Individual,Automatic,First Owner,Skoda
3635,Skoda Rapid 1.5 TDI Elegance,2014,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,Skoda
3636,Skoda Rapid 1.6 MPI Active,2012,269000.0,52547.0,Petrol,Dealer,Manual,First Owner,Skoda
3637,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000.0,23000.0,Petrol,Individual,Manual,First Owner,Skoda
3639,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000.0,15000.0,Petrol,Individual,Automatic,First Owner,Skoda
3641,Skoda Rapid 1.6 MPI AT Elegance Plus,2015,600000.0,70000.0,Petrol,Individual,Automatic,First Owner,Skoda
3642,Skoda Rapid 1.6 MPI Elegance,2012,350000.0,90000.0,Petrol,Individual,Manual,First Owner,Skoda
3643,Skoda Rapid 1.6 TDI Ambition,2013,210000.0,120000.0,Diesel,Individual,Manual,Third Owner,Skoda
3644,Skoda Rapid 1.6 TDI Elegance,2012,275000.0,120000.0,Diesel,Individual,Manual,Second Owner,Skoda
3645,Skoda Rapid 1.6 TDI PRESTIGE,2013,430000.0,88000.0,Diesel,Individual,Manual,Second Owner,Skoda
3646,Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2017,850000.0,44500.0,Petrol,Individual,Automatic,First Owner,Skoda
3647,Skoda Superb 1.8 TFSI MT,2010,300000.0,80000.0,Petrol,Individual,Manual,First Owner,Skoda
3649,Skoda Superb 1.8 TFSI MT,2010,400000.0,80000.0,Petrol,Individual,Manual,Second Owner,Skoda
3650,Skoda Superb 1.8 TSI,2013,599000.0,61624.0,Petrol,Dealer,Automatic,Second Owner,Skoda
3651,Skoda Superb Ambition 2.0 TDI CR AT,2011,450000.0,130400.0,Diesel,Dealer,Automatic,Second Owner,Skoda
3652,Skoda Superb Ambition 2.0 TDI CR AT,2013,675000.0,88000.0,Diesel,Dealer,Automatic,First Owner,Skoda
3654,Skoda Superb Elegance 2.0 TDI CR AT,2009,355000.0,100000.0,Diesel,Individual,Automatic,Second Owner,Skoda
3656,Skoda Superb Elegance 2.0 TDI CR AT,2011,450000.0,223158.4,Diesel,Individual,Automatic,First Owner,Skoda
3657,Skoda Superb Elegance 2.0 TDI CR AT,2011,550000.0,73000.0,Diesel,Dealer,Automatic,First Owner,Skoda
3658,Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000.0,80000.0,Diesel,Individual,Automatic,Second Owner,Skoda
3659,Skoda Superb LK 1.8 TSI AT,2012,650000.0,60000.0,Petrol,Dealer,Automatic,First Owner,Skoda
3660,Skoda Yeti Ambition 4WD,2011,350000.0,80000.0,Diesel,Individual,Manual,First Owner,Skoda
3661,Skoda Yeti Ambition 4X2,2012,650000.0,85000.0,Diesel,Individual,Manual,Second Owner,Skoda
3662,Tata Altroz XE,2020,500000.0,5000.0,Petrol,Individual,Manual,First Owner,Tata
3663,Tata Altroz XZ,2020,830000.0,10000.0,Petrol,Individual,Manual,First Owner,Tata
3664,Tata Aria Pleasure 4x2,2012,360000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata
3665,Tata Aria Pure LX 4x2,2014,495000.0,90000.0,Diesel,Individual,Manual,Second Owner,Tata
3666,Tata Bolt Quadrajet XE,2016,250000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata
3668,Tata Bolt Quadrajet XE,2017,340000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata
3669,Tata Bolt Revotron XE,2016,300000.0,90000.0,Petrol,Individual,Manual,Second Owner,Tata
3670,Tata Bolt Revotron XM,2015,375000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata
3671,Tata Harrier XE,2020,426000.0,1744.08,Diesel,Individual,Manual,First Owner,Tata
3672,Tata Harrier XZ BSIV,2019,1400000.0,33000.0,Diesel,Individual,Manual,First Owner,Tata
3673,Tata Harrier XZ BSIV,2019,1700000.0,10000.0,Diesel,Individual,Manual,First Owner,Tata
3675,Tata Hexa XM,2017,969999.0,30000.0,Diesel,Individual,Manual,First Owner,Tata
3676,Tata Hexa XM,2017,1000000.0,50000.0,Diesel,Individual,Manual,First Owner,Tata
3677,Tata Hexa XM,2018,1280000.0,17000.0,Diesel,Individual,Manual,First Owner,Tata
3678,Tata Hexa XT,2017,1200000.0,16400.0,Diesel,Individual,Manual,First Owner,Tata
3679,Tata Hexa XT,2019,1100000.0,40000.0,Diesel,Individual,Manual,First Owner,Tata
3681,Tata Hexa XT 4X4,2017,1600000.0,3000.0,Diesel,Individual,Manual,First Owner,Tata
3682,Tata Hexa XTA,2017,1200000.0,50000.0,Diesel,Individual,Automatic,First Owner,Tata
3684,Tata Hexa XTA,2018,1350000.0,34000.0,Diesel,Individual,Automatic,First Owner,Tata
3685,Tata Indica DL,2006,55000.0,100000.0,Diesel,Individual,Manual,Second Owner,Tata
3686,Tata Indica DLE,2005,100000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata
3687,Tata Indica DLE,2006,51786.64,120000.0,Diesel,Individual,Manual,Second Owner,Tata
3688,Tata Indica DLS,2005,70000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata
3689,Tata Indica DLS,2005,70000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata
3690,Tata Indica DLS,2006,51786.64,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,Tata
3691,Tata Indica DLS,2006,55000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata
3692,Tata Indica DLS,2006,57000.0,80000.0,Diesel,Individual,Manual,Second Owner,Tata
3693,Tata Indica DLS,2006,85000.0,223158.4,Diesel,Individual,Manual,Second Owner,Tata
3694,Tata Indica DLX,2003,51786.64,120000.0,Diesel,Individual,Manual,Second Owner,Tata
3695,Tata Indica GLS BS IV,2006,75000.0,100000.0,Petrol,Individual,Manual,Second Owner,Tata
3696,Tata Indica GLS BS IV,2007,60000.0,130000.0,Petrol,Individual,Manual,Second Owner,Tata
3697,Tata Indica GLS BS IV,2007,85000.0,50000.0,Petrol,Individual,Manual,Second Owner,Tata
3698,Tata Indica GLS BS IV,2008,65000.0,110000.0,Petrol,Individual,Manual,Third Owner,Tata
3699,Tata Indica GLS BS IV,2008,70000.0,60000.0,Petrol,Individual,Manual,First Owner,Tata
3700,Tata Indica GLS BS IV,2008,80000.0,200000.0,Petrol,Individual,Manual,First Owner,Tata
3701,Tata Indica GLS BS IV,2008,80000.0,90000.0,Petrol,Individual,Manual,Second Owner,Tata
3702,Tata Indica GLS BS IV,2008,95000.0,120000.0,Petrol,Individual,Manual,Third Owner,Tata
3703,Tata Indica GLS BS IV,2009,68000.0,120000.0,Petrol,Individual,Manual,Second Owner,Tata
3705,Tata Indica GLS BS IV,2009,200000.0,100000.0,Petrol,Individual,Manual,First Owner,Tata
3706,Tata Indica GLS BS IV,2010,75000.0,110000.0,Petrol,Individual,Manual,Second Owner,Tata
3707,Tata Indica GLS BS IV,2010,75000.0,223158.4,Petrol,Individual,Manual,Third Owner,Tata
3708,Tata Indica GLS BS IV,2010,90000.0,223158.4,Petrol,Individual,Manual,Third Owner,Tata
3709,Tata Indica GLS BS IV,2010,99000.0,70000.0,Petrol,Individual,Manual,First Owner,Tata
